,期号,日期,号码,百,十,个,和值,和值（同比）跨度,年份,和尾,百大小,十大小,个大小,和尾大小,百奇偶,十奇偶,个奇偶,百余数,十余数,个余数,百ZH,十ZH,个ZH,和尾ZH,跨度
222,5179,2005/7/5,43,0,4,3,7,3,2005,7,小,小,小,大,偶,偶,奇,0,1,0,他,合,质,质,1
223,5180,2005/7/6,395,3,9,5,17,10,2005,7,小,大,大,大,奇,奇,奇,0,0,2,质,合,质,质,6
224,5181,2005/7/7,402,4,0,2,6,11,2005,6,小,小,小,大,偶,偶,偶,1,0,2,合,他,质,合,4
225,5182,2005/7/8,469,4,6,9,19,13,2005,9,小,大,大,大,偶,偶,奇,1,0,0,合,合,合,合,5
226,5183,2005/7/9,173,1,7,3,11,8,2005,1,小,大,小,小,奇,奇,奇,1,1,0,他,质,质,他,6
227,5184,2005/7/10,884,8,8,4,20,9,2005,0,大,大,小,小,偶,偶,偶,2,2,1,合,合,合,他,4
228,5185,2005/7/11,439,4,3,9,16,4,2005,6,小,小,大,大,偶,奇,奇,1,0,0,合,质,合,合,6
229,5186,2005/7/12,202,2,0,2,4,12,2005,4,小,小,小,小,偶,偶,偶,2,0,2,质,他,质,合,2
230,5187,2005/7/13,913,9,1,3,13,9,2005,3,大,小,小,小,奇,奇,奇,0,1,0,合,他,质,质,8
231,5188,2005/7/14,629,6,2,9,17,4,2005,7,大,小,大,大,偶,偶,奇,0,2,0,合,质,合,质,7
232,5189,2005/7/15,403,4,0,3,7,10,2005,7,小,小,小,大,偶,偶,奇,1,0,0,合,他,质,质,4
233,5190,2005/7/16,426,4,2,6,12,5,2005,2,小,小,大,小,偶,偶,偶,1,2,0,合,质,合,质,4
234,5191,2005/7/17,506,5,0,6,11,1,2005,1,大,小,大,小,奇,偶,偶,2,0,0,质,他,合,他,6
235,5192,2005/7/18,624,6,2,4,12,1,2005,2,大,小,小,小,偶,偶,偶,0,2,1,合,质,合,质,4
236,5193,2005/7/19,999,9,9,9,27,15,2005,7,大,大,大,大,奇,奇,奇,0,0,0,合,合,合,质,0
237,5194,2005/7/20,494,4,9,4,17,10,2005,7,小,大,小,大,偶,奇,偶,1,0,1,合,合,合,质,5
238,5195,2005/7/21,526,5,2,6,13,4,2005,3,大,小,大,小,奇,偶,偶,2,2,0,质,质,合,质,4
239,5196,2005/7/22,5,0,0,5,5,8,2005,5,小,小,大,大,偶,偶,奇,0,0,2,他,他,质,质,0
240,5197,2005/7/23,788,7,8,8,23,18,2005,3,大,大,大,小,奇,偶,偶,1,2,2,质,合,合,质,1
241,5198,2005/7/24,749,7,4,9,20,3,2005,0,大,小,大,小,奇,偶,奇,1,1,0,质,合,合,他,5
242,5199,2005/7/25,794,7,9,4,20,0,2005,0,大,大,小,小,奇,奇,偶,1,0,1,质,合,合,他,5
243,5200,2005/7/26,998,9,9,8,26,6,2005,6,大,大,大,大,奇,奇,偶,0,0,2,合,合,合,合,1
244,5201,2005/7/27,45,0,4,5,9,17,2005,9,小,小,大,大,偶,偶,奇,0,1,2,他,合,质,合,1
245,5202,2005/7/28,330,3,3,0,6,3,2005,6,小,小,小,大,奇,奇,偶,0,0,0,质,质,他,合,3
246,5203,2005/7/29,819,8,1,9,18,12,2005,8,大,小,大,大,偶,奇,奇,2,1,0,合,他,合,合,8
247,5204,2005/7/30,506,5,0,6,11,7,2005,1,大,小,大,小,奇,偶,偶,2,0,0,质,他,合,他,6
248,5205,2005/7/31,875,8,7,5,20,9,2005,0,大,大,大,小,偶,奇,奇,2,1,2,合,质,质,他,3
249,5206,2005/8/1,958,9,5,8,22,2,2005,2,大,大,大,小,奇,奇,偶,0,2,2,合,质,合,质,4
250,5207,2005/8/2,867,8,6,7,21,1,2005,1,大,大,大,小,偶,偶,奇,2,0,1,合,合,质,他,2
251,5208,2005/8/3,540,5,4,0,9,12,2005,9,大,小,小,大,奇,偶,偶,2,1,0,质,合,他,合,5
252,5209,2005/8/4,316,3,1,6,10,1,2005,0,小,小,大,小,奇,奇,偶,0,1,0,质,他,合,他,5
253,5210,2005/8/5,543,5,4,3,12,2,2005,2,大,小,小,小,奇,偶,奇,2,1,0,质,合,质,质,2
254,5211,2005/8/6,534,5,3,4,12,0,2005,2,大,小,小,小,奇,奇,偶,2,0,1,质,质,合,质,2
255,5212,2005/8/7,780,7,8,0,15,3,2005,5,大,大,小,大,奇,偶,偶,1,2,0,质,合,他,质,8
256,5213,2005/8/8,962,9,6,2,17,2,2005,7,大,大,小,大,奇,偶,偶,0,0,2,合,合,质,质,7
257,5214,2005/8/9,169,1,6,9,16,1,2005,6,小,大,大,大,奇,偶,奇,1,0,0,他,合,合,合,8
258,5215,2005/8/10,236,2,3,6,11,5,2005,1,小,小,大,小,偶,奇,偶,2,0,0,质,质,合,他,4
259,5216,2005/8/11,856,8,5,6,19,8,2005,9,大,大,大,大,偶,奇,偶,2,2,0,合,质,合,合,3
260,5217,2005/8/12,555,5,5,5,15,4,2005,5,大,大,大,大,奇,奇,奇,2,2,2,质,质,质,质,0
261,5218,2005/8/13,724,7,2,4,13,2,2005,3,大,小,小,小,奇,偶,偶,1,2,1,质,质,合,质,5
262,5219,2005/8/14,216,2,1,6,9,4,2005,9,小,小,大,大,偶,奇,偶,2,1,0,质,他,合,合,5
263,5220,2005/8/15,802,8,0,2,10,1,2005,0,大,小,小,小,偶,偶,偶,2,0,2,合,他,质,他,8
264,5221,2005/8/16,870,8,7,0,15,5,2005,5,大,大,小,大,偶,奇,偶,2,1,0,合,质,他,质,8
265,5222,2005/8/17,895,8,9,5,22,7,2005,2,大,大,大,小,偶,奇,奇,2,0,2,合,合,质,质,4
266,5223,2005/8/18,539,5,3,9,17,5,2005,7,大,小,大,大,奇,奇,奇,2,0,0,质,质,合,质,6
267,5224,2005/8/19,567,5,6,7,18,1,2005,8,大,大,大,大,奇,偶,奇,2,0,1,质,合,质,合,2
268,5225,2005/8/20,309,3,0,9,12,6,2005,2,小,小,大,小,奇,偶,奇,0,0,0,质,他,合,质,9
269,5226,2005/8/21,293,2,9,3,14,2,2005,4,小,大,小,小,偶,奇,奇,2,0,0,质,合,质,合,7
270,5227,2005/8/22,264,2,6,4,12,2,2005,2,小,大,小,小,偶,偶,偶,2,0,1,质,合,合,质,4
271,5228,2005/8/23,725,7,2,5,14,2,2005,4,大,小,大,小,奇,偶,奇,1,2,2,质,质,质,合,5
272,5229,2005/8/24,813,8,1,3,12,2,2005,2,大,小,小,小,偶,奇,奇,2,1,0,合,他,质,质,7
273,5230,2005/8/25,784,7,8,4,19,7,2005,9,大,大,小,大,奇,偶,偶,1,2,1,质,合,合,合,4
274,5231,2005/8/26,77,0,7,7,14,5,2005,4,小,大,大,小,偶,奇,奇,0,1,1,他,质,质,合,0
275,5232,2005/8/27,749,7,4,9,20,6,2005,0,大,小,大,小,奇,偶,奇,1,1,0,质,合,合,他,5
276,5233,2005/8/28,934,9,3,4,16,4,2005,6,大,小,小,大,奇,奇,偶,0,0,1,合,质,合,合,6
277,5234,2005/8/29,122,1,2,2,5,11,2005,5,小,小,小,大,奇,偶,偶,1,2,2,他,质,质,质,1
278,5235,2005/8/30,856,8,5,6,19,14,2005,9,大,大,大,大,偶,奇,偶,2,2,0,合,质,合,合,3
279,5236,2005/8/31,537,5,3,7,15,4,2005,5,大,小,大,大,奇,奇,奇,2,0,1,质,质,质,质,4
280,5237,2005/9/1,600,6,0,0,6,9,2005,6,大,小,小,大,偶,偶,偶,0,0,0,合,他,他,合,6
281,5238,2005/9/2,463,4,6,3,13,7,2005,3,小,大,小,小,偶,偶,奇,1,0,0,合,合,质,质,3
282,5239,2005/9/3,346,3,4,6,13,0,2005,3,小,小,大,小,奇,偶,偶,0,1,0,质,合,合,质,3
283,5240,2005/9/4,517,5,1,7,13,0,2005,3,大,小,大,小,奇,奇,奇,2,1,1,质,他,质,质,6
284,5241,2005/9/5,832,8,3,2,13,0,2005,3,大,小,小,小,偶,奇,偶,2,0,2,合,质,质,质,6
285,5242,2005/9/6,289,2,8,9,19,6,2005,9,小,大,大,大,偶,偶,奇,2,2,0,质,合,合,合,7
286,5243,2005/9/7,949,9,4,9,22,3,2005,2,大,小,大,小,奇,偶,奇,0,1,0,合,合,合,质,5
287,5244,2005/9/8,894,8,9,4,21,1,2005,1,大,大,小,小,偶,奇,偶,2,0,1,合,合,合,他,5
288,5245,2005/9/9,827,8,2,7,17,4,2005,7,大,小,大,大,偶,偶,奇,2,2,1,合,质,质,质,6
289,5246,2005/9/10,597,5,9,7,21,4,2005,1,大,大,大,小,奇,奇,奇,2,0,1,质,合,质,他,4
290,5247,2005/9/11,310,3,1,0,4,17,2005,4,小,小,小,小,奇,奇,偶,0,1,0,质,他,他,合,3
291,5248,2005/9/12,481,4,8,1,13,9,2005,3,小,大,小,小,偶,偶,奇,1,2,1,合,合,他,质,7
292,5249,2005/9/13,521,5,2,1,8,5,2005,8,大,小,小,大,奇,偶,奇,2,2,1,质,质,他,合,4
293,5250,2005/9/14,37,0,3,7,10,2,2005,0,小,小,大,小,偶,奇,奇,0,0,1,他,质,质,他,4
294,5251,2005/9/15,818,8,1,8,17,7,2005,7,大,小,大,大,偶,奇,偶,2,1,2,合,他,合,质,7
295,5252,2005/9/16,85,0,8,5,13,4,2005,3,小,大,大,小,偶,偶,奇,0,2,2,他,合,质,质,3
296,5253,2005/9/17,442,4,4,2,10,3,2005,0,小,小,小,小,偶,偶,偶,1,1,2,合,合,质,他,2
297,5254,2005/9/18,302,3,0,2,5,5,2005,5,小,小,小,大,奇,偶,偶,0,0,2,质,他,质,质,3
298,5255,2005/9/19,959,9,5,9,23,18,2005,3,大,大,大,小,奇,奇,奇,0,2,0,合,质,合,质,4
299,5256,2005/9/20,539,5,3,9,17,6,2005,7,大,小,大,大,奇,奇,奇,2,0,0,质,质,合,质,6
300,5257,2005/9/21,26,0,2,6,8,9,2005,8,小,小,大,大,偶,偶,偶,0,2,0,他,质,合,合,4
301,5258,2005/9/22,976,9,7,6,22,14,2005,2,大,大,大,小,奇,奇,偶,0,1,0,合,质,合,质,3
302,5259,2005/9/23,971,9,7,1,17,5,2005,7,大,大,小,大,奇,奇,奇,0,1,1,合,质,他,质,8
303,5260,2005/9/24,489,4,8,9,21,4,2005,1,小,大,大,小,偶,偶,奇,1,2,0,合,合,合,他,5
304,5261,2005/9/25,614,6,1,4,11,10,2005,1,大,小,小,小,偶,奇,偶,0,1,1,合,他,合,他,5
305,5262,2005/9/26,240,2,4,0,6,5,2005,6,小,小,小,大,偶,偶,偶,2,1,0,质,合,他,合,4
306,5263,2005/9/27,846,8,4,6,18,12,2005,8,大,小,大,大,偶,偶,偶,2,1,0,合,合,合,合,4
307,5264,2005/9/28,807,8,0,7,15,3,2005,5,大,小,大,大,偶,偶,奇,2,0,1,合,他,质,质,8
308,5265,2005/9/29,696,6,9,6,21,6,2005,1,大,大,大,小,偶,奇,偶,0,0,0,合,合,合,他,3
309,5266,2005/9/30,107,1,0,7,8,13,2005,8,小,小,大,大,奇,偶,奇,1,0,1,他,他,质,合,7
310,5267,2005/10/1,584,5,8,4,17,9,2005,7,大,大,小,大,奇,偶,偶,2,2,1,质,合,合,质,4
311,5268,2005/10/2,855,8,5,5,18,1,2005,8,大,大,大,大,偶,奇,奇,2,2,2,合,质,质,合,3
312,5269,2005/10/3,327,3,2,7,12,6,2005,2,小,小,大,小,奇,偶,奇,0,2,1,质,质,质,质,5
313,5270,2005/10/4,909,9,0,9,18,6,2005,8,大,小,大,大,奇,偶,奇,0,0,0,合,他,合,合,9
314,5271,2005/10/5,566,5,6,6,17,1,2005,7,大,大,大,大,奇,偶,偶,2,0,0,质,合,合,质,1
315,5272,2005/10/6,981,9,8,1,18,1,2005,8,大,大,小,大,奇,偶,奇,0,2,1,合,合,他,合,8
316,5273,2005/10/7,726,7,2,6,15,3,2005,5,大,小,大,大,奇,偶,偶,1,2,0,质,质,合,质,5
317,5274,2005/10/8,526,5,2,6,13,2,2005,3,大,小,大,小,奇,偶,偶,2,2,0,质,质,合,质,4
318,5275,2005/10/9,470,4,7,0,11,2,2005,1,小,大,小,小,偶,奇,偶,1,1,0,合,质,他,他,7
319,5276,2005/10/10,862,8,6,2,16,5,2005,6,大,大,小,大,偶,偶,偶,2,0,2,合,合,质,合,6
320,5277,2005/10/11,75,0,7,5,12,4,2005,2,小,大,大,小,偶,奇,奇,0,1,2,他,质,质,质,2
321,5278,2005/10/12,692,6,9,2,17,5,2005,7,大,大,小,大,偶,奇,偶,0,0,2,合,合,质,质,7
322,5279,2005/10/13,254,2,5,4,11,6,2005,1,小,大,小,小,偶,奇,偶,2,2,1,质,质,合,他,3
323,5280,2005/10/14,899,8,9,9,26,15,2005,6,大,大,大,大,偶,奇,奇,2,0,0,合,合,合,合,1
324,5281,2005/10/15,576,5,7,6,18,8,2005,8,大,大,大,大,奇,奇,偶,2,1,0,质,质,合,合,2
325,5282,2005/10/16,549,5,4,9,18,0,2005,8,大,小,大,大,奇,偶,奇,2,1,0,质,合,合,合,5
326,5283,2005/10/17,184,1,8,4,13,5,2005,3,小,大,小,小,奇,偶,偶,1,2,1,他,合,合,质,7
327,5284,2005/10/18,380,3,8,0,11,2,2005,1,小,大,小,小,奇,偶,偶,0,2,0,质,合,他,他,8
328,5285,2005/10/19,654,6,5,4,15,4,2005,5,大,大,小,大,偶,奇,偶,0,2,1,合,质,合,质,2
329,5286,2005/10/20,853,8,5,3,16,1,2005,6,大,大,小,大,偶,奇,奇,2,2,0,合,质,质,合,5
330,5287,2005/10/21,787,7,8,7,22,6,2005,2,大,大,大,小,奇,偶,奇,1,2,1,质,合,质,质,1
331,5288,2005/10/22,487,4,8,7,19,3,2005,9,小,大,大,大,偶,偶,奇,1,2,1,合,合,质,合,4
332,5289,2005/10/23,304,3,0,4,7,12,2005,7,小,小,小,大,奇,偶,偶,0,0,1,质,他,合,质,4
333,5290,2005/10/24,803,8,0,3,11,4,2005,1,大,小,小,小,偶,偶,奇,2,0,0,合,他,质,他,8
334,5291,2005/10/25,371,3,7,1,11,0,2005,1,小,大,小,小,奇,奇,奇,0,1,1,质,质,他,他,6
335,5292,2005/10/26,436,4,3,6,13,2,2005,3,小,小,大,小,偶,奇,偶,1,0,0,合,质,合,质,3
336,5293,2005/10/27,40,0,4,0,4,9,2005,4,小,小,小,小,偶,偶,偶,0,1,0,他,合,他,合,4
337,5294,2005/10/28,820,8,2,0,10,6,2005,0,大,小,小,小,偶,偶,偶,2,2,0,合,质,他,他,8
338,5295,2005/10/29,893,8,9,3,20,10,2005,0,大,大,小,小,偶,奇,奇,2,0,0,合,合,质,他,6
339,5296,2005/10/30,716,7,1,6,14,6,2005,4,大,小,大,小,奇,奇,偶,1,1,0,质,他,合,合,6
340,5297,2005/10/31,319,3,1,9,13,1,2005,3,小,小,大,小,奇,奇,奇,0,1,0,质,他,合,质,8
341,5298,2005/11/1,608,6,0,8,14,1,2005,4,大,小,大,小,偶,偶,偶,0,0,2,合,他,合,合,8
342,5299,2005/11/2,756,7,5,6,18,4,2005,8,大,大,大,大,奇,奇,偶,1,2,0,质,质,合,合,2
343,5300,2005/11/3,966,9,6,6,21,3,2005,1,大,大,大,小,奇,偶,偶,0,0,0,合,合,合,他,3
344,5301,2005/11/4,635,6,3,5,14,7,2005,4,大,小,大,小,偶,奇,奇,0,0,2,合,质,质,合,3
345,5302,2005/11/5,747,7,4,7,18,4,2005,8,大,小,大,大,奇,偶,奇,1,1,1,质,合,质,合,3
346,5303,2005/11/6,576,5,7,6,18,0,2005,8,大,大,大,大,奇,奇,偶,2,1,0,质,质,合,合,2
347,5304,2005/11/7,863,8,6,3,17,1,2005,7,大,大,小,大,偶,偶,奇,2,0,0,合,合,质,质,5
348,5305,2005/11/8,578,5,7,8,20,3,2005,0,大,大,大,小,奇,奇,偶,2,1,2,质,质,合,他,3
349,5306,2005/11/9,390,3,9,0,12,8,2005,2,小,大,小,小,奇,奇,偶,0,0,0,质,合,他,质,9
350,5307,2005/11/10,968,9,6,8,23,11,2005,3,大,大,大,小,奇,偶,偶,0,0,2,合,合,合,质,3
351,5308,2005/11/11,129,1,2,9,12,11,2005,2,小,小,大,小,奇,偶,奇,1,2,0,他,质,合,质,8
352,5309,2005/11/12,524,5,2,4,11,1,2005,1,大,小,小,小,奇,偶,偶,2,2,1,质,质,合,他,3
353,5310,2005/11/13,15,0,1,5,6,5,2005,6,小,小,大,大,偶,奇,奇,0,1,2,他,他,质,合,4
354,5311,2005/11/14,450,4,5,0,9,3,2005,9,小,大,小,大,偶,奇,偶,1,2,0,合,质,他,合,5
355,5312,2005/11/15,756,7,5,6,18,9,2005,8,大,大,大,大,奇,奇,偶,1,2,0,质,质,合,合,2
356,5313,2005/11/16,728,7,2,8,17,1,2005,7,大,小,大,大,奇,偶,偶,1,2,2,质,质,合,质,6
357,5314,2005/11/17,860,8,6,0,14,3,2005,4,大,大,小,小,偶,偶,偶,2,0,0,合,合,他,合,8
358,5315,2005/11/18,670,6,7,0,13,1,2005,3,大,大,小,小,偶,奇,偶,0,1,0,合,质,他,质,7
359,5316,2005/11/19,741,7,4,1,12,1,2005,2,大,小,小,小,奇,偶,奇,1,1,1,质,合,他,质,6
360,5317,2005/11/20,846,8,4,6,18,6,2005,8,大,小,大,大,偶,偶,偶,2,1,0,合,合,合,合,4
361,5318,2005/11/21,69,0,6,9,15,3,2005,5,小,大,大,大,偶,偶,奇,0,0,0,他,合,合,质,3
362,5319,2005/11/22,824,8,2,4,14,1,2005,4,大,小,小,小,偶,偶,偶,2,2,1,合,质,合,合,6
363,5320,2005/11/23,84,0,8,4,12,2,2005,2,小,大,小,小,偶,偶,偶,0,2,1,他,合,合,质,4
364,5321,2005/11/24,805,8,0,5,13,1,2005,3,大,小,大,小,偶,偶,奇,2,0,2,合,他,质,质,8
365,5322,2005/11/25,274,2,7,4,13,0,2005,3,小,大,小,小,偶,奇,偶,2,1,1,质,质,合,质,5
366,5323,2005/11/26,339,3,3,9,15,2,2005,5,小,小,大,大,奇,奇,奇,0,0,0,质,质,合,质,6
367,5324,2005/11/27,578,5,7,8,20,5,2005,0,大,大,大,小,奇,奇,偶,2,1,2,质,质,合,他,3
368,5325,2005/11/28,472,4,7,2,13,7,2005,3,小,大,小,小,偶,奇,偶,1,1,2,合,质,质,质,5
369,5326,2005/11/29,508,5,0,8,13,0,2005,3,大,小,大,小,奇,偶,偶,2,0,2,质,他,合,质,8
370,5327,2005/11/30,735,7,3,5,15,2,2005,5,大,小,大,大,奇,奇,奇,1,0,2,质,质,质,质,4
371,5328,2005/12/1,463,4,6,3,13,2,2005,3,小,大,小,小,偶,偶,奇,1,0,0,合,合,质,质,3
372,5329,2005/12/2,117,1,1,7,9,4,2005,9,小,小,大,大,奇,奇,奇,1,1,1,他,他,质,合,6
373,5330,2005/12/3,149,1,4,9,14,5,2005,4,小,小,大,小,奇,偶,奇,1,1,0,他,合,合,合,8
374,5331,2005/12/4,790,7,9,0,16,2,2005,6,大,大,小,大,奇,奇,偶,1,0,0,质,合,他,合,9
375,5332,2005/12/5,187,1,8,7,16,0,2005,6,小,大,大,大,奇,偶,奇,1,2,1,他,合,质,合,7
376,5333,2005/12/6,341,3,4,1,8,8,2005,8,小,小,小,大,奇,偶,奇,0,1,1,质,合,他,合,3
377,5334,2005/12/7,672,6,7,2,15,7,2005,5,大,大,小,大,偶,奇,偶,0,1,2,合,质,质,质,5
378,5335,2005/12/8,781,7,8,1,16,1,2005,6,大,大,小,大,奇,偶,奇,1,2,1,质,合,他,合,7
379,5336,2005/12/9,693,6,9,3,18,2,2005,8,大,大,小,大,偶,奇,奇,0,0,0,合,合,质,合,6
380,5337,2005/12/10,461,4,6,1,11,7,2005,1,小,大,小,小,偶,偶,奇,1,0,1,合,合,他,他,5
381,5338,2005/12/11,236,2,3,6,11,0,2005,1,小,小,大,小,偶,奇,偶,2,0,0,质,质,合,他,4
382,5339,2005/12/12,440,4,4,0,8,3,2005,8,小,小,小,大,偶,偶,偶,1,1,0,合,合,他,合,4
383,5340,2005/12/13,678,6,7,8,21,13,2005,1,大,大,大,小,偶,奇,偶,0,1,2,合,质,合,他,2
384,5341,2005/12/14,302,3,0,2,5,16,2005,5,小,小,小,大,奇,偶,偶,0,0,2,质,他,质,质,3
385,5342,2005/12/15,385,3,8,5,16,11,2005,6,小,大,大,大,奇,偶,奇,0,2,2,质,合,质,合,5
386,5343,2005/12/16,876,8,7,6,21,5,2005,1,大,大,大,小,偶,奇,偶,2,1,0,合,质,合,他,2
387,5344,2005/12/17,949,9,4,9,22,1,2005,2,大,小,大,小,奇,偶,奇,0,1,0,合,合,合,质,5
388,5345,2005/12/18,786,7,8,6,21,1,2005,1,大,大,大,小,奇,偶,偶,1,2,0,质,合,合,他,2
389,5346,2005/12/19,292,2,9,2,13,8,2005,3,小,大,小,小,偶,奇,偶,2,0,2,质,合,质,质,7
390,5347,2005/12/20,172,1,7,2,10,3,2005,0,小,大,小,小,奇,奇,偶,1,1,2,他,质,质,他,6
391,5348,2005/12/21,323,3,2,3,8,2,2005,8,小,小,小,大,奇,偶,奇,0,2,0,质,质,质,合,1
392,5349,2005/12/22,492,4,9,2,15,7,2005,5,小,大,小,大,偶,奇,偶,1,0,2,合,合,质,质,7
393,5350,2005/12/23,237,2,3,7,12,3,2005,2,小,小,大,小,偶,奇,奇,2,0,1,质,质,质,质,5
394,5351,2005/12/24,239,2,3,9,14,2,2005,4,小,小,大,小,偶,奇,奇,2,0,0,质,质,合,合,7
395,5352,2005/12/25,562,5,6,2,13,1,2005,3,大,大,小,小,奇,偶,偶,2,0,2,质,合,质,质,4
396,5353,2005/12/26,95,0,9,5,14,1,2005,4,小,大,大,小,偶,奇,奇,0,0,2,他,合,质,合,4
397,5354,2005/12/27,14,0,1,4,5,9,2005,5,小,小,小,大,偶,奇,偶,0,1,1,他,他,合,质,3
398,5355,2005/12/28,12,0,1,2,3,2,2005,3,小,小,小,小,偶,奇,偶,0,1,2,他,他,质,质,1
399,5356,2005/12/29,439,4,3,9,16,13,2005,6,小,小,大,大,偶,奇,奇,1,0,0,合,质,合,合,6
400,5357,2005/12/30,415,4,1,5,10,6,2005,0,小,小,大,小,偶,奇,奇,1,1,2,合,他,质,他,4
401,5358,2005/12/31,397,3,9,7,19,9,2005,9,小,大,大,大,奇,奇,奇,0,0,1,质,合,质,合,6
402,6001,2006/1/1,184,1,8,4,13,6,2006,3,小,大,小,小,奇,偶,偶,1,2,1,他,合,合,质,7
403,6002,2006/1/2,299,2,9,9,20,7,2006,0,小,大,大,小,偶,奇,奇,2,0,0,质,合,合,他,7
404,6003,2006/1/3,12,0,1,2,3,17,2006,3,小,小,小,小,偶,奇,偶,0,1,2,他,他,质,质,1
405,6004,2006/1/4,940,9,4,0,13,10,2006,3,大,小,小,小,奇,偶,偶,0,1,0,合,合,他,质,9
406,6005,2006/1/5,185,1,8,5,14,1,2006,4,小,大,大,小,奇,偶,奇,1,2,2,他,合,质,合,7
407,6006,2006/1/6,598,5,9,8,22,8,2006,2,大,大,大,小,奇,奇,偶,2,0,2,质,合,合,质,4
408,6007,2006/1/7,561,5,6,1,12,10,2006,2,大,大,小,小,奇,偶,奇,2,0,1,质,合,他,质,5
409,6008,2006/1/8,489,4,8,9,21,9,2006,1,小,大,大,小,偶,偶,奇,1,2,0,合,合,合,他,5
410,6009,2006/1/9,803,8,0,3,11,10,2006,1,大,小,小,小,偶,偶,奇,2,0,0,合,他,质,他,8
411,6010,2006/1/10,538,5,3,8,16,5,2006,6,大,小,大,大,奇,奇,偶,2,0,2,质,质,合,合,5
412,6011,2006/1/11,755,7,5,5,17,1,2006,7,大,大,大,大,奇,奇,奇,1,2,2,质,质,质,质,2
413,6012,2006/1/12,652,6,5,2,13,4,2006,3,大,大,小,小,偶,奇,偶,0,2,2,合,质,质,质,4
414,6013,2006/1/13,777,7,7,7,21,8,2006,1,大,大,大,小,奇,奇,奇,1,1,1,质,质,质,他,0
415,6014,2006/1/14,678,6,7,8,21,0,2006,1,大,大,大,小,偶,奇,偶,0,1,2,合,质,合,他,2
416,6015,2006/1/15,446,4,4,6,14,7,2006,4,小,小,大,小,偶,偶,偶,1,1,0,合,合,合,合,2
417,6016,2006/1/16,519,5,1,9,15,1,2006,5,大,小,大,大,奇,奇,奇,2,1,0,质,他,合,质,8
418,6017,2006/1/17,925,9,2,5,16,1,2006,6,大,小,大,大,奇,偶,奇,0,2,2,合,质,质,合,7
419,6018,2006/1/18,916,9,1,6,16,0,2006,6,大,小,大,大,奇,奇,偶,0,1,0,合,他,合,合,8
420,6019,2006/1/19,199,1,9,9,19,3,2006,9,小,大,大,大,奇,奇,奇,1,0,0,他,合,合,合,8
421,6020,2006/1/20,710,7,1,0,8,11,2006,8,大,小,小,大,奇,奇,偶,1,1,0,质,他,他,合,7
422,6021,2006/1/21,438,4,3,8,15,7,2006,5,小,小,大,大,偶,奇,偶,1,0,2,合,质,合,质,5
423,6022,2006/1/22,164,1,6,4,11,4,2006,1,小,大,小,小,奇,偶,偶,1,0,1,他,合,合,他,5
424,6023,2006/1/23,215,2,1,5,8,3,2006,8,小,小,大,大,偶,奇,奇,2,1,2,质,他,质,合,4
425,6024,2006/1/24,163,1,6,3,10,2,2006,0,小,大,小,小,奇,偶,奇,1,0,0,他,合,质,他,5
426,6025,2006/1/25,707,7,0,7,14,4,2006,4,大,小,大,小,奇,偶,奇,1,0,1,质,他,质,合,7
427,6026,2006/1/26,998,9,9,8,26,12,2006,6,大,大,大,大,奇,奇,偶,0,0,2,合,合,合,合,1
428,6027,2006/1/27,404,4,0,4,8,18,2006,8,小,小,小,大,偶,偶,偶,1,0,1,合,他,合,合,4
429,6028,2006/2/5,547,5,4,7,16,8,2006,6,大,小,大,大,奇,偶,奇,2,1,1,质,合,质,合,3
430,6029,2006/2/6,706,7,0,6,13,3,2006,3,大,小,大,小,奇,偶,偶,1,0,0,质,他,合,质,7
431,6030,2006/2/7,86,0,8,6,14,1,2006,4,小,大,大,小,偶,偶,偶,0,2,0,他,合,合,合,2
432,6031,2006/2/8,675,6,7,5,18,4,2006,8,大,大,大,大,偶,奇,奇,0,1,2,合,质,质,合,2
433,6032,2006/2/9,699,6,9,9,24,6,2006,4,大,大,大,小,偶,奇,奇,0,0,0,合,合,合,合,3
434,6033,2006/2/10,549,5,4,9,18,6,2006,8,大,小,大,大,奇,偶,奇,2,1,0,质,合,合,合,5
435,6034,2006/2/11,465,4,6,5,15,3,2006,5,小,大,大,大,偶,偶,奇,1,0,2,合,合,质,质,2
436,6035,2006/2/12,647,6,4,7,17,2,2006,7,大,小,大,大,偶,偶,奇,0,1,1,合,合,质,质,3
437,6036,2006/2/13,154,1,5,4,10,7,2006,0,小,大,小,小,奇,奇,偶,1,2,1,他,质,合,他,4
438,6037,2006/2/14,236,2,3,6,11,1,2006,1,小,小,大,小,偶,奇,偶,2,0,0,质,质,合,他,4
439,6038,2006/2/15,374,3,7,4,14,3,2006,4,小,大,小,小,奇,奇,偶,0,1,1,质,质,合,合,4
440,6039,2006/2/16,587,5,8,7,20,6,2006,0,大,大,大,小,奇,偶,奇,2,2,1,质,合,质,他,3
441,6040,2006/2/17,876,8,7,6,21,1,2006,1,大,大,大,小,偶,奇,偶,2,1,0,合,质,合,他,2
442,6041,2006/2/18,853,8,5,3,16,5,2006,6,大,大,小,大,偶,奇,奇,2,2,0,合,质,质,合,5
443,6042,2006/2/19,28,0,2,8,10,6,2006,0,小,小,大,小,偶,偶,偶,0,2,2,他,质,合,他,6
444,6043,2006/2/20,445,4,4,5,13,3,2006,3,小,小,大,小,偶,偶,奇,1,1,2,合,合,质,质,1
445,6044,2006/2/21,26,0,2,6,8,5,2006,8,小,小,大,大,偶,偶,偶,0,2,0,他,质,合,合,4
